"gene_id" "sample1" "sample2" "sample3" "sample4" "sample5" "sample6" "sample7" "sample8" "sample9" "sample10" "sample11" "sample12" "sample13" "sample14" "sample15" "sample16" "sample17" "sample18" "sample19" "sample20" "sample21" "sample22" "sample23" "sample24" "sample25" "sample26" "sample27" "sample28" "sample29" "sample30" "sample31" "sample32" "sample33"
"gene_id_367" 7 7 8 8 7 6 7 10 16 8 7 11 6 7 6 16 5 7 13 14 7 5 9 12 6 46 7 155 14 8 9 7 7
"gene_id_368" 8 7 9 8 9 8 6 8 14 8 8 9 6 7 6 15 7 7 14 16 7 5 9 10 6 50 8 152 12 7 10 7 9
"gene_id_369" 7 7 7 6 8 8 10 5 11 6 9 9 6 7 6 16 6 7 12 15 7 6 8 9 6 52 7 167 13 5 6 5 9
"gene_id_370" 8 7 6 6 7 8 9 10 16 5 8 10 6 7 6 12 6 7 13 12 7 5 10 9 6 52 8 161 14 7 6 7 5
"gene_id_371" 8 7 5 6 6 7 10 10 10 7 7 8 5 7 6 11 6 7 12 14 7 6 11 9 6 47 9 155 12 7 7 7 6
"gene_id_372" 6 7 7 6 5 7 15 6 17 7 5 5 5 7 6 14 6 7 9 10 5 5 6 14 5 45 9 163 10 7 11 7 10
"gene_id_373" 5 5 5 6 8 7 9 9 30 7 7 10 6 7 6 14 6 7 8 10 10 6 5 17 7 30 11 178 11 7 8 5 12
"gene_id_374" 5 5 5 6 8 7 7 7 32 9 7 8 6 5 6 12 7 7 6 8 7 6 11 11 5 38 13 166 10 7 10 5 11
"gene_id_375" 7 5 5 6 8 6 6 8 35 10 7 7 6 7 6 17 7 7 8 11 7 6 11 11 8 52 14 137 10 7 10 5 3
"gene_id_376" 6 7 7 6 5 6 5 6 33 8 7 8 6 7 6 16 5 7 5 12 7 6 11 11 5 51 16 136 8 7 10 5 7
"gene_id_377" 7 7 7 6 6 6 6 10 30 7 7 11 6 7 6 15 8 7 8 13 6 6 11 11 5 44 16 122 9 7 13 5 3
"gene_id_378" 7 7 7 6 8 6 5 10 34 8 7 11 6 7 6 15 8 7 8 14 5 6 14 10 5 49 16 133 6 7 12 6 12
"gene_id_379" 5 7 7 6 5 5 9 5 20 8 7 10 6 8 6 12 7 7 8 11 6 6 10 12 6 46 17 135 5 7 17 7 9
"gene_id_380" 5 7 7 6 5 7 9 10 15 7 7 10 5 6 6 12 8 7 8 12 5 6 9 12 5 48 16 133 9 7 15 7 4
"gene_id_381" 6 7 7 6 10 7 6 13 26 8 7 10 6 7 6 16 11 7 10 13 7 6 7 13 6 38 14 138 13 7 18 7 5
"gene_id_382" 6 7 8 5 6 10 16 8 32 10 5 6 6 7 6 21 7 5 8 6 7 6 5 19 6 32 10 138 7 7 9 7 3
"gene_id_383" 7 7 5 6 6 7 19 7 31 7 7 8 6 8 6 17 7 5 8 6 6 6 5 20 6 30 9 141 7 7 6 7 8
"gene_id_384" 6 7 5 6 7 7 18 7 31 8 5 7 6 8 6 17 7 7 8 5 6 6 5 22 6 30 7 134 6 7 6 7 8
"gene_id_385" 5 7 7 5 9 7 16 8 24 7 5 6 6 8 6 12 7 7 8 8 7 6 6 18 6 45 7 113 5 7 7 7 5
"gene_id_386" 7 7 7 6 12 7 17 11 28 7 7 5 6 8 6 12 5 7 8 8 7 6 6 18 6 43 9 129 8 7 6 7 7
"gene_id_387" 6 7 7 6 11 7 15 14 30 7 7 9 6 7 6 11 6 7 5 10 7 6 8 14 6 43 8 126 8 6 5 7 5
"gene_id_388" 6 7 7 6 11 6 11 12 23 5 7 9 6 5 6 15 8 5 5 13 7 6 7 13 6 42 8 122 6 5 6 7 7
"gene_id_389" 5 7 7 5 13 10 11 13 26 9 7 10 6 7 6 19 7 6 6 17 7 6 5 11 6 49 9 128 10 7 6 6 8
"gene_id_390" 6 7 7 6 8 9 6 8 19 7 7 11 6 7 6 9 7 7 8 8 7 6 7 6 6 53 9 129 6 7 5 7 9
"gene_id_391" 9 7 5 6 8 9 9 6 13 5 5 9 5 7 6 9 7 7 8 8 7 6 5 16 6 43 7 136 12 7 6 7 6
"gene_id_392" 8 7 5 6 6 6 9 10 16 5 9 7 6 7 6 11 6 7 8 10 7 6 5 18 6 46 9 140 11 7 6 7 4
"gene_id_393" 6 7 6 6 6 6 9 10 17 6 9 8 5 7 6 11 5 7 8 10 7 6 7 19 6 45 11 145 11 7 6 7 6
"gene_id_394" 5 7 5 6 10 7 6 5 15 7 13 6 6 7 6 18 7 7 5 12 7 6 7 19 6 47 12 148 10 7 6 7 3
"gene_id_395" 9 7 5 6 13 7 9 9 16 9 14 11 6 7 6 15 8 5 8 8 7 6 7 17 6 38 10 163 10 7 7 7 8
"gene_id_396" 13 7 7 6 12 7 9 7 17 9 8 11 6 7 6 15 9 7 5 7 7 6 7 17 6 39 9 170 11 7 10 5 9
"gene_id_397" 14 7 7 6 7 7 11 8 16 8 5 11 6 5 6 11 5 7 6 8 7 6 7 10 6 28 11 140 6 7 6 7 8
"gene_id_398" 5 7 7 6 8 6 9 9 18 7 7 9 6 5 6 23 7 7 8 9 7 6 7 13 6 35 17 148 18 7 12 7 8
"gene_id_399" 9 7 7 6 8 8 9 9 20 7 7 10 6 7 6 24 7 7 6 15 7 6 7 14 6 35 13 139 16 7 12 7 9
"gene_id_400" 13 7 5 6 5 7 9 6 23 7 7 11 6 7 6 14 7 7 10 10 7 6 7 10 6 23 5 134 8 5 9 7 9
"gene_id_401" 14 7 5 6 5 7 9 5 15 5 7 11 6 7 6 15 7 7 8 8 7 6 7 7 6 26 11 135 7 5 7 7 5
"gene_id_402" 10 7 7 6 11 5 6 16 30 6 7 9 6 6 6 17 7 7 14 10 7 6 7 5 6 17 10 170 6 7 10 7 4
"gene_id_403" 5 7 7 5 8 8 11 11 25 6 7 7 6 7 6 15 10 7 8 8 8 6 7 14 6 31 15 156 10 7 9 7 6
"gene_id_404" 5 5 8 6 5 6 10 17 38 7 9 6 5 5 6 17 7 7 10 9 7 6 5 18 6 36 13 182 7 7 9 7 6
"gene_id_405" 8 7 7 6 8 7 5 10 26 7 5 11 6 7 6 15 12 5 8 8 7 6 7 8 6 43 19 127 8 5 12 5 7
"gene_id_406" 8 7 7 6 8 7 9 10 24 7 6 11 6 8 6 14 13 7 8 6 8 6 7 9 6 40 15 108 9 5 12 5 5
"gene_id_407" 7 7 7 6 8 5 5 10 28 7 7 11 6 8 6 14 13 7 8 7 9 6 7 9 6 40 18 114 6 5 13 7 4
"gene_id_408" 8 7 7 6 8 5 7 10 19 7 7 11 6 8 6 14 15 7 6 7 7 6 7 8 6 39 12 119 6 6 14 7 9
"gene_id_409" 8 7 7 6 8 5 6 10 19 7 7 11 6 9 6 14 15 7 7 6 5 6 7 7 6 39 11 120 7 5 15 7 6
"gene_id_410" 9 5 7 6 5 7 7 10 19 7 7 11 6 12 6 12 11 7 9 7 7 6 7 9 6 35 11 116 8 5 18 7 8
"gene_id_411" 6 7 7 6 5 7 13 7 27 7 7 15 6 7 6 16 7 5 8 12 7 5 9 11 6 31 14 145 10 7 15 7 9
"gene_id_412" 8 7 7 6 8 7 13 7 24 7 7 16 6 7 6 16 7 6 8 8 5 5 10 9 6 29 14 140 7 7 17 7 13
"gene_id_413" 9 7 7 5 5 5 12 13 22 7 7 9 6 7 6 10 7 5 7 10 5 5 7 15 6 34 10 134 11 5 19 5 9
"gene_id_414" 8 7 7 6 5 6 12 13 24 7 8 9 6 7 6 10 7 7 6 10 5 5 7 16 6 35 10 128 12 5 20 5 5
"gene_id_415" 7 7 6 6 9 7 9 13 30 7 7 9 6 7 6 12 7 7 7 7 7 6 10 15 6 57 8 150 7 8 11 7 5
"gene_id_416" 6 8 8 6 8 6 9 9 24 5 7 8 6 9 6 13 7 6 11 9 5 6 7 10 6 55 8 139 9 7 14 7 3
"gene_id_417" 5 7 7 6 8 6 9 9 28 7 7 6 6 7 6 6 9 5 6 13 7 6 7 6 6 38 11 106 11 7 14 5 7
"gene_id_418" 6 8 6 6 5 7 11 8 27 5 7 8 6 7 6 12 7 5 6 17 7 6 7 11 6 47 10 121 14 7 16 5 8
"gene_id_419" 6 8 6 6 6 7 11 10 28 9 7 8 6 5 6 11 7 8 8 14 7 6 7 15 6 47 9 140 14 6 15 6 9
"gene_id_420" 6 7 13 5 6 8 7 9 34 6 7 13 6 6 6 13 6 8 10 11 7 6 7 18 6 36 14 134 8 7 12 7 3
"gene_id_421" 5 7 7 6 7 7 11 13 26 10 9 15 6 7 6 8 7 7 8 8 7 5 5 16 6 38 24 140 9 7 19 5 5
"gene_id_422" 5 7 7 6 13 14 11 10 25 7 5 9 6 7 6 10 5 7 8 11 10 5 8 14 6 49 16 142 8 7 20 7 8
"gene_id_423" 8 7 7 6 12 17 9 10 22 7 5 11 6 7 6 27 9 7 5 14 8 5 15 13 5 49 12 143 9 7 13 7 7
"gene_id_424" 11 6 7 6 11 9 9 9 24 5 5 8 6 7 6 25 8 7 5 12 7 6 11 15 6 49 14 157 9 7 10 8 6
"gene_id_425" 10 7 7 5 9 8 9 6 23 7 7 11 6 5 6 21 6 7 6 11 7 6 7 19 6 46 13 164 9 7 9 7 5
"gene_id_426" 8 8 7 6 8 9 10 7 36 6 7 13 6 7 6 13 5 7 8 7 9 7 5 13 6 38 8 147 9 7 12 6 11
"gene_id_427" 8 8 7 6 9 7 11 6 40 5 7 12 6 7 6 12 7 7 8 12 7 8 5 11 6 27 12 141 7 5 7 6 3
"gene_id_428" 6 5 7 6 8 5 12 13 46 11 10 11 6 7 6 23 9 8 13 5 8 6 5 13 6 35 9 140 9 7 8 7 3
"gene_id_429" 6 9 7 6 8 7 9 10 50 7 7 6 6 7 5 8 6 7 8 9 7 8 6 12 6 35 12 175 9 7 7 7 7
"gene_id_430" 5 7 5 5 7 6 11 17 52 5 7 10 6 7 6 19 7 9 8 20 7 9 7 9 6 43 10 148 9 8 10 7 1
"gene_id_431" 10 7 6 6 5 7 8 19 42 6 7 9 5 7 6 26 6 11 8 13 7 10 7 16 6 41 10 147 6 5 8 9 9
"gene_id_432" 17 5 7 6 13 8 12 16 41 8 7 10 6 5 6 23 11 7 5 11 7 6 9 15 6 41 11 133 6 8 11 6 5
"gene_id_433" 14 6 5 6 8 6 13 17 26 7 7 7 6 6 6 17 8 6 7 14 7 6 13 16 6 38 9 128 9 10 18 5 6
"gene_id_434" 11 7 7 6 8 6 14 14 20 7 7 8 6 7 6 12 6 5 7 14 7 6 11 14 6 31 13 128 6 10 19 5 12
"gene_id_435" 8 7 7 6 8 5 14 13 16 7 7 6 6 7 6 11 7 5 5 14 7 6 9 20 6 29 10 136 7 8 21 7 7
"gene_id_436" 6 7 7 5 8 7 13 15 22 6 10 8 6 5 6 9 6 7 7 15 7 6 8 17 6 28 9 131 9 8 19 7 7
"gene_id_437" 5 7 7 5 8 6 15 18 29 7 10 7 6 7 6 7 7 7 8 17 5 6 5 20 6 30 6 124 8 10 20 7 9
"gene_id_438" 6 7 5 5 8 7 13 19 25 7 11 6 6 8 6 5 8 7 8 17 5 5 6 19 6 33 11 121 12 13 23 7 5
"gene_id_439" 6 7 5 6 8 7 11 22 26 7 12 7 5 7 6 6 10 7 9 13 5 5 5 17 6 37 11 116 11 13 23 7 10
"gene_id_440" 8 7 6 6 8 8 9 18 34 8 8 7 5 8 6 12 9 7 11 13 6 6 7 15 6 45 11 163 13 11 15 7 6
"gene_id_441" 10 7 7 6 8 8 10 12 33 8 6 7 6 8 6 10 9 5 10 14 6 7 7 17 6 41 11 160 13 8 12 7 9
"gene_id_442" 10 7 7 6 5 10 9 11 37 6 6 8 5 6 6 11 7 5 10 13 7 9 5 18 6 41 11 170 11 8 11 7 10
"gene_id_443" 13 7 7 6 8 8 11 14 38 6 8 12 6 7 6 14 7 7 7 8 9 10 9 15 6 50 11 161 13 7 8 7 7
"gene_id_444" 15 7 7 6 8 6 9 15 44 6 7 14 6 7 6 20 7 7 6 6 8 9 7 15 6 44 9 154 9 5 11 7 6
"gene_id_445" 7 7 7 6 10 10 14 15 48 7 7 13 6 8 6 15 9 6 12 8 7 6 7 11 6 49 10 145 13 7 18 7 5
"gene_id_446" 6 7 7 5 9 8 13 9 30 7 7 13 6 8 6 19 8 6 8 15 5 6 7 15 6 46 11 159 6 7 20 7 8
"gene_id_447" 6 7 7 5 6 5 13 11 31 7 7 12 6 6 6 22 7 6 9 15 6 6 7 14 6 46 10 154 7 7 20 7 4
"gene_id_448" 6 7 7 5 7 7 13 12 35 7 7 12 6 5 6 24 7 7 7 16 7 6 7 14 6 51 10 159 6 7 19 7 8
"gene_id_449" 10 7 7 6 7 7 7 5 30 7 9 7 6 7 6 19 7 7 15 12 11 6 7 13 6 53 14 138 8 7 12 7 6
"gene_id_450" 12 7 7 6 8 7 8 5 30 5 8 5 6 7 6 19 7 6 12 14 10 6 7 10 6 53 17 140 8 7 10 5 7
"gene_id_451" 13 7 7 6 8 7 7 10 24 5 5 11 6 7 6 15 7 6 9 12 7 6 7 8 6 51 8 122 6 7 9 5 7
"gene_id_452" 12 7 7 5 10 7 8 6 33 7 6 5 6 7 6 10 7 5 12 15 12 6 6 11 6 46 16 122 7 7 12 7 8
"gene_id_453" 9 7 7 6 11 5 9 10 28 7 7 7 5 7 6 10 7 8 8 10 7 6 7 13 6 37 11 120 9 7 10 7 5
"gene_id_454" 9 7 7 6 10 5 9 10 28 7 7 7 5 7 6 10 7 8 7 10 7 6 5 5 6 14 8 122 9 7 10 7 3
"gene_id_455" 9 7 7 6 10 5 9 10 28 8 7 8 5 7 6 10 7 8 7 10 7 6 7 5 6 16 8 121 9 7 10 7 12
"gene_id_456" 10 5 7 6 12 6 9 10 29 7 7 9 7 7 6 13 7 8 8 5 7 6 9 8 6 25 9 139 9 7 10 7 3
"gene_id_457" 8 7 7 6 10 5 9 15 23 7 7 9 8 7 6 13 7 6 8 9 7 6 13 9 6 33 14 146 9 7 10 5 8
"gene_id_458" 8 5 7 6 9 6 9 15 23 7 5 9 8 5 6 12 7 7 8 8 7 6 11 8 6 36 14 148 9 7 10 5 6
"gene_id_459" 7 7 7 6 7 5 5 12 24 6 5 10 8 5 6 11 7 6 8 9 7 6 12 9 6 38 16 146 9 7 10 5 5
"gene_id_460" 10 7 5 6 9 5 5 10 38 7 5 11 7 7 6 13 7 6 8 10 7 5 9 5 6 41 13 160 9 7 7 6 8
"gene_id_461" 9 7 7 6 9 5 6 11 37 7 6 8 6 5 6 15 7 6 8 8 7 6 9 6 6 40 14 149 9 7 7 6 9
"gene_id_462" 6 5 7 6 10 7 7 6 26 5 8 9 6 7 6 11 7 7 8 6 7 6 7 19 6 37 13 154 9 7 9 5 5
"gene_id_463" 6 7 7 6 7 9 7 8 24 7 10 7 6 7 6 10 7 7 8 10 7 6 7 21 6 36 9 146 9 7 13 7 8
"gene_id_464" 6 5 7 6 5 10 6 9 20 5 9 6 6 7 6 10 7 7 6 6 5 6 7 24 6 39 8 137 9 7 13 7 7
"gene_id_465" 8 7 7 6 8 11 9 10 22 7 6 7 6 7 6 9 7 5 5 6 5 6 6 26 6 43 8 142 7 7 16 8 11
"gene_id_466" 12 7 7 6 5 7 9 9 24 7 7 11 6 8 6 15 8 9 6 11 5 6 6 20 6 44 10 166 9 7 9 7 10
"gene_id_467" 12 7 7 6 5 7 9 7 24 7 8 10 6 8 6 14 8 8 6 11 5 6 6 19 6 42 10 162 9 7 10 7 4
"gene_id_468" 11 7 7 6 5 7 9 8 26 7 6 12 6 7 6 16 9 9 6 12 7 6 7 18 6 37 11 169 8 7 8 7 4
"gene_id_469" 10 7 8 6 7 7 6 10 25 5 5 9 6 6 6 14 9 10 8 10 6 6 5 16 6 38 16 184 5 7 8 7 3
"gene_id_470" 8 7 8 6 5 7 6 8 27 5 6 5 6 5 6 16 6 8 10 11 5 6 7 17 5 40 12 174 5 5 10 7 4
"gene_id_471" 8 7 9 6 5 7 6 9 26 5 6 6 6 7 6 13 7 8 11 9 5 6 9 20 5 46 11 155 9 5 9 7 6
"gene_id_472" 8 7 9 6 5 7 7 8 27 6 6 5 6 7 6 16 7 8 11 7 5 6 8 19 5 48 10 159 5 5 9 7 10
"gene_id_473" 11 7 5 6 8 7 9 9 21 7 7 10 6 7 6 11 7 7 8 10 7 6 7 16 6 44 11 108 8 7 7 7 5
"gene_id_474" 11 7 5 6 8 7 5 10 21 7 7 12 6 7 6 8 7 7 6 10 7 6 7 13 6 43 11 105 7 7 7 7 3
"gene_id_475" 8 5 7 6 6 7 9 9 23 8 7 8 6 7 6 7 7 7 8 5 7 6 7 13 6 36 6 107 9 5 9 7 4
"gene_id_476" 6 7 7 6 5 7 9 10 19 6 7 11 6 7 6 8 7 7 5 10 6 6 7 7 6 32 5 128 8 6 6 7 7
"gene_id_477" 5 7 7 6 8 5 9 10 14 7 7 16 6 7 6 14 7 7 5 11 7 6 7 9 6 30 6 124 5 9 11 7 7
"gene_id_478" 5 7 7 6 11 6 5 14 22 7 9 8 6 6 6 26 7 5 5 6 7 6 6 14 6 34 12 150 9 5 6 8 4
"gene_id_479" 5 7 9 7 11 7 6 13 24 7 10 7 6 7 6 25 7 5 5 6 7 6 7 14 6 34 13 144 9 5 5 9 7
"gene_id_480" 5 7 8 6 10 6 9 7 15 6 6 8 6 8 6 24 7 5 6 6 7 6 10 12 6 26 11 144 7 7 5 8 8
"gene_id_481" 5 7 8 5 9 7 9 7 15 5 6 10 6 7 6 22 7 5 6 7 7 6 11 11 6 23 12 151 7 7 5 8 9
"gene_id_482" 5 7 6 5 9 7 9 7 16 6 6 10 6 7 6 20 7 5 7 7 7 6 11 12 6 23 12 150 7 7 10 8 3
"gene_id_483" 5 7 6 5 9 7 9 7 15 6 6 10 6 6 6 19 7 7 7 7 7 6 12 12 6 25 12 152 7 7 10 8 8
"gene_id_484" 7 7 7 6 8 7 7 13 30 7 7 15 6 7 6 19 7 7 7 12 9 6 5 8 6 37 8 129 9 8 13 7 8
"gene_id_485" 6 7 5 6 8 7 5 9 25 7 7 16 6 7 6 24 6 7 8 13 8 6 6 13 6 40 8 142 9 8 9 7 10
"gene_id_486" 7 7 11 6 8 7 7 9 27 7 7 13 6 7 6 19 7 7 8 12 10 6 5 12 6 48 9 146 9 8 10 7 5
"gene_id_487" 7 7 14 6 6 7 9 10 16 7 7 17 6 8 6 19 7 7 7 11 10 6 7 15 6 50 9 135 9 6 10 5 6
"gene_id_488" 6 7 14 6 7 7 5 10 17 7 7 14 6 9 6 13 7 7 6 8 11 6 5 14 6 51 11 135 9 5 6 7 9
"gene_id_489" 5 7 11 6 9 7 7 9 18 6 7 15 5 9 5 11 7 5 8 6 9 5 8 11 6 44 14 128 9 5 9 7 12
"gene_id_490" 5 7 9 6 9 7 5 10 14 6 7 18 5 8 6 10 7 5 8 6 10 6 9 10 6 46 12 130 9 7 7 7 10
"gene_id_491" 6 7 7 6 11 6 6 11 27 7 7 16 6 5 6 10 7 7 8 16 6 6 9 11 6 39 6 137 9 7 11 6 2
"gene_id_492" 10 7 7 6 9 7 9 8 41 12 7 12 6 13 6 11 7 7 6 12 7 6 13 9 6 47 7 130 9 7 11 7 6
"gene_id_493" 11 7 9 6 6 11 5 13 31 8 5 8 6 5 6 12 7 7 7 13 7 6 7 13 6 55 10 156 10 8 11 7 9
"gene_id_494" 6 7 5 6 8 13 7 12 30 8 7 9 6 7 6 20 5 7 10 11 7 6 7 15 6 47 10 148 10 10 12 7 5
"gene_id_495" 8 7 7 6 8 8 18 10 28 6 10 11 6 7 6 19 6 7 11 16 7 6 7 6 6 36 17 170 9 9 7 5 9
"gene_id_496" 8 7 7 6 9 8 18 10 28 7 10 11 6 6 6 19 5 7 10 15 7 6 7 7 6 41 17 154 5 12 6 5 7
"gene_id_497" 9 7 7 6 10 9 19 10 26 7 9 11 6 6 6 18 6 6 9 15 7 6 7 8 6 41 18 157 5 12 6 5 4
"gene_id_498" 12 7 5 6 9 9 18 10 27 6 10 11 6 5 6 18 5 7 9 15 7 6 7 8 6 38 16 146 7 12 8 5 5
"gene_id_499" 15 7 5 6 10 7 17 7 24 6 12 6 6 7 6 22 7 6 6 15 7 6 7 15 6 34 18 153 7 14 10 9 7
"gene_id_500" 6 7 7 6 7 7 10 13 28 7 12 9 6 7 6 14 7 7 6 11 7 6 6 17 6 25 14 150 13 7 14 7 7
"gene_id_501" 5 7 7 6 9 6 11 13 31 6 12 10 6 7 6 16 7 7 7 11 7 6 6 17 8 24 13 156 12 7 14 7 8
"gene_id_502" 5 7 7 6 6 7 8 10 30 6 8 6 6 6 6 23 7 7 9 8 7 6 5 14 10 27 13 148 8 7 13 7 8
"gene_id_503" 6 7 7 6 8 8 13 14 38 6 7 11 5 5 6 10 5 7 7 11 7 6 7 14 6 37 6 158 8 5 10 6 5
"gene_id_504" 6 7 5 6 9 9 8 12 28 7 7 9 6 6 6 12 6 7 8 10 7 5 6 19 6 40 7 134 12 5 8 7 9
"gene_id_505" 7 7 5 6 10 9 5 12 28 6 7 11 6 5 6 13 7 7 10 10 7 6 10 19 6 43 5 121 10 6 5 9 14
"gene_id_506" 9 7 7 6 11 8 5 16 27 5 7 14 6 6 6 11 7 7 6 10 7 6 7 22 6 43 11 118 9 5 7 9 10
"gene_id_507" 9 7 7 6 9 7 9 16 17 8 7 18 6 7 6 5 7 7 5 10 7 6 6 20 6 38 11 129 9 5 7 8 5
"gene_id_508" 8 7 7 6 10 7 9 14 15 10 7 17 6 7 6 7 7 7 5 10 7 6 7 17 6 43 11 127 7 5 10 8 9
"gene_id_509" 8 7 7 6 9 7 9 13 14 9 7 16 6 7 6 7 7 7 5 10 7 6 7 17 6 44 11 123 11 6 10 9 4
"gene_id_510" 7 7 7 6 11 7 9 9 11 7 7 16 6 7 6 8 7 7 8 10 7 6 5 16 6 39 11 125 9 5 10 9 7
"gene_id_511" 7 7 7 6 11 7 9 9 11 7 7 18 6 7 6 8 5 7 8 10 7 6 5 16 6 38 11 124 9 6 10 10 6
"gene_id_512" 7 7 7 6 10 7 9 9 13 7 6 13 6 7 6 7 6 7 8 10 7 6 5 15 6 40 11 126 8 5 10 6 5
"gene_id_513" 6 7 7 6 9 7 9 8 11 6 5 13 6 7 6 7 6 7 8 10 7 6 7 14 6 40 11 124 9 7 5 7 9
"gene_id_514" 6 7 7 6 11 7 9 7 10 8 7 13 6 7 6 9 10 7 6 9 7 6 7 15 6 37 11 108 12 6 7 5 7
"gene_id_515" 11 7 7 6 9 7 9 13 30 8 7 12 6 7 6 15 7 7 6 14 7 6 5 14 6 27 10 141 7 8 13 7 2
"gene_id_516" 12 7 7 6 9 8 6 14 28 10 8 13 6 7 6 14 7 7 6 13 6 6 5 16 6 28 11 155 7 6 13 7 8
"gene_id_517" 11 7 5 6 8 7 6 17 27 10 7 13 6 7 6 15 7 7 5 12 6 6 5 15 6 25 11 152 9 5 13 7 8
"gene_id_518" 10 7 7 6 6 6 12 18 28 6 10 14 6 7 6 13 7 7 5 9 7 6 5 13 6 28 8 149 9 7 14 7 7
"gene_id_519" 7 7 7 6 7 7 10 14 23 6 9 12 6 7 6 11 7 7 6 10 6 6 6 9 6 32 7 143 10 7 14 7 3
"gene_id_520" 7 7 7 6 8 6 11 11 29 6 9 14 5 7 6 12 7 7 5 9 6 6 7 9 6 31 8 145 11 7 14 7 10
"gene_id_521" 6 7 7 6 7 7 10 12 29 6 9 12 5 7 6 11 7 7 5 10 5 6 7 8 6 30 6 140 12 7 13 7 11
"gene_id_522" 5 7 8 6 6 7 7 10 24 7 7 7 6 7 6 17 7 7 5 11 7 6 7 7 6 46 9 171 9 7 10 7 8
"gene_id_523" 7 7 6 6 7 7 8 11 23 5 7 6 6 7 6 16 7 7 6 8 7 6 5 6 6 43 9 168 9 7 8 7 4
"gene_id_524" 7 7 6 6 8 7 6 7 25 5 7 6 6 8 6 16 7 7 6 8 7 6 5 6 6 44 12 154 10 7 7 7 11
"gene_id_525" 5 7 10 6 8 9 11 5 19 5 7 10 6 6 6 19 7 6 10 11 7 9 7 8 6 46 19 123 12 5 6 6 7
"gene_id_526" 9 9 10 6 9 8 8 6 21 5 7 9 6 7 6 17 8 8 9 11 8 8 6 10 6 45 22 130 10 6 6 8 12
"gene_id_527" 7 7 7 6 12 5 9 9 24 7 5 11 6 7 6 20 5 8 6 13 7 6 7 17 6 60 11 151 6 5 10 6 9
"gene_id_528" 7 5 5 6 11 7 9 10 24 7 5 12 6 7 6 23 5 6 5 11 5 6 7 15 6 57 10 153 8 7 9 6 8
"gene_id_529" 6 7 5 6 6 7 9 7 25 7 5 10 6 7 6 27 5 7 8 12 7 6 5 17 6 61 8 151 5 7 9 7 6
"gene_id_530" 6 7 5 6 6 7 9 7 28 7 5 11 6 7 6 27 7 7 5 10 7 6 7 14 6 60 9 148 7 8 8 7 8
"gene_id_531" 5 7 5 6 8 7 9 8 32 7 5 10 6 7 6 31 7 8 8 5 7 6 5 13 6 59 9 163 7 7 8 7 3
"gene_id_532" 5 7 7 6 6 9 11 7 10 8 5 10 6 6 6 10 9 5 8 16 7 6 8 6 6 51 6 159 13 7 12 6 8
"gene_id_533" 6 7 7 6 6 8 10 7 12 8 5 9 6 6 6 10 10 5 8 16 7 6 7 6 6 51 8 153 12 7 11 6 12
"gene_id_534" 6 7 7 6 7 10 10 7 9 9 6 9 6 8 6 10 10 5 8 16 7 6 7 7 6 50 8 165 16 7 11 6 11
"gene_id_535" 5 6 7 6 7 13 11 13 11 10 5 11 6 7 6 9 9 6 8 13 7 6 8 6 6 51 11 162 14 7 11 5 5
"gene_id_536" 6 7 7 7 12 7 7 10 26 7 7 9 6 5 6 15 8 7 8 8 6 6 7 14 6 41 11 146 7 7 11 7 1
"gene_id_537" 5 7 7 6 8 7 6 10 28 7 7 16 6 7 6 24 11 7 8 7 5 6 7 15 6 41 7 157 9 7 12 7 6
"gene_id_538" 5 7 7 8 7 5 9 10 23 6 7 17 6 7 6 27 10 7 8 7 7 8 7 12 6 44 9 150 10 7 12 7 5
"gene_id_539" 7 7 7 5 8 6 9 6 28 16 7 7 6 7 6 19 5 7 8 8 7 6 5 16 6 44 5 132 9 7 10 7 8
"gene_id_540" 6 7 7 6 8 8 8 6 25 13 5 13 6 7 6 9 5 7 6 12 7 6 7 10 6 33 7 159 9 7 13 7 4
"gene_id_541" 6 7 7 6 8 8 7 7 31 13 5 15 6 7 6 10 7 5 7 12 6 6 7 9 5 32 7 150 5 7 13 7 8
"gene_id_542" 5 7 7 6 5 6 7 10 21 10 7 11 6 7 6 6 8 7 5 9 7 6 7 7 6 36 14 109 8 6 6 7 9
"gene_id_543" 5 7 7 6 8 6 6 10 18 14 7 7 5 5 6 8 8 7 8 10 5 6 6 8 6 35 15 129 7 6 10 7 7
"gene_id_544" 6 7 7 6 8 10 6 5 19 17 7 8 6 8 6 11 11 7 8 10 7 6 7 7 6 24 12 141 5 7 10 7 6
"gene_id_545" 7 7 7 6 8 11 5 5 17 7 7 11 6 8 6 10 12 7 8 10 6 6 7 7 6 24 14 139 5 7 10 7 7
"gene_id_546" 6 7 7 6 8 11 6 6 16 19 5 7 6 7 6 11 11 5 8 5 5 6 7 6 6 29 14 151 6 7 10 7 4
"gene_id_547" 6 7 7 6 8 12 6 7 15 18 5 10 6 5 6 9 11 5 8 5 5 6 7 6 6 26 13 149 6 7 10 7 5
"gene_id_548" 7 7 7 6 8 8 6 8 17 16 7 8 6 7 6 8 10 5 8 5 7 6 7 7 6 28 14 150 5 7 6 7 8
"gene_id_549" 6 7 7 6 8 7 9 10 21 7 7 11 6 7 6 9 7 6 8 5 7 5 7 16 6 31 11 147 9 7 8 7 5
"gene_id_550" 5 7 7 6 8 5 11 10 20 7 7 6 6 6 6 9 8 7 6 5 7 6 7 13 6 32 11 147 9 7 8 7 3
